Timestamp;US1Value;US2Value
25.04.2021 07:13;227;643
25.04.2021 07:18;227;641
25.04.2021 07:23;227;640
25.04.2021 07:28;227;639
25.04.2021 07:33;227;638
25.04.2021 07:38;227;638
25.04.2021 07:43;227;637
25.04.2021 07:48;227;637
25.04.2021 07:53;227;637
25.04.2021 07:58;227;636
25.04.2021 08:03;227;636
25.04.2021 08:08;572;620
25.04.2021 08:13;259;628
25.04.2021 08:18;259;611
25.04.2021 08:23;259;605
25.04.2021 08:28;259;604
25.04.2021 08:33;259;603
25.04.2021 08:38;259;601
25.04.2021 08:43;259;601
25.04.2021 08:48;259;600
25.04.2021 08:53;259;600
25.04.2021 08:58;259;599
25.04.2021 09:03;259;598
25.04.2021 09:08;259;598
25.04.2021 09:13;259;598
25.04.2021 09:18;259;598
25.04.2021 09:23;259;597
25.04.2021 09:28;259;597
25.04.2021 09:33;259;596
25.04.2021 09:38;260;596
25.04.2021 09:43;260;596
25.04.2021 09:48;260;596
25.04.2021 09:53;260;596
25.04.2021 09:58;260;596
25.04.2021 10:03;260;595
25.04.2021 10:08;259;595
25.04.2021 10:13;260;594
25.04.2021 10:18;260;594
25.04.2021 10:23;260;594
25.04.2021 10:28;260;594
25.04.2021 10:33;259;594
25.04.2021 10:38;260;594
25.04.2021 10:43;260;594
25.04.2021 10:48;260;593
25.04.2021 10:53;259;593
25.04.2021 10:58;260;593
25.04.2021 11:03;260;593
25.04.2021 11:08;260;592
25.04.2021 11:13;260;592
25.04.2021 11:18;259;592
25.04.2021 11:23;260;592
25.04.2021 11:28;260;592
25.04.2021 11:33;260;592
25.04.2021 11:38;260;592
25.04.2021 11:43;259;592
25.04.2021 11:48;260;591
25.04.2021 11:53;259;591
25.04.2021 11:58;260;591
25.04.2021 12:03;260;591
25.04.2021 12:08;260;590
25.04.2021 12:13;260;590
25.04.2021 12:18;260;590
25.04.2021 12:23;260;590
25.04.2021 12:28;260;590
25.04.2021 12:33;260;589
25.04.2021 12:38;260;589
25.04.2021 12:43;260;589
25.04.2021 12:48;260;589
25.04.2021 12:53;260;589
25.04.2021 12:58;260;589
25.04.2021 13:03;260;589
25.04.2021 13:08;260;589
25.04.2021 13:13;260;589
25.04.2021 13:18;260;589
25.04.2021 13:23;260;588
25.04.2021 13:28;260;588
25.04.2021 13:33;260;588
25.04.2021 13:38;260;588
25.04.2021 13:43;260;588
25.04.2021 13:48;260;588
25.04.2021 13:53;260;588
25.04.2021 13:58;260;587
25.04.2021 14:03;260;587
25.04.2021 14:08;260;587
25.04.2021 14:13;260;587
25.04.2021 14:18;260;587
25.04.2021 14:23;260;587
25.04.2021 14:28;260;587
25.04.2021 14:33;260;587
25.04.2021 14:38;260;587
25.04.2021 14:43;260;587
25.04.2021 14:48;260;586
25.04.2021 14:53;260;586
25.04.2021 14:58;260;586
25.04.2021 15:03;260;586
25.04.2021 15:08;260;586
25.04.2021 15:13;260;585
25.04.2021 15:18;260;587
25.04.2021 15:23;260;587
25.04.2021 15:28;260;585
25.04.2021 15:33;260;586
25.04.2021 15:38;260;586
25.04.2021 15:43;260;585
25.04.2021 15:48;260;586
25.04.2021 15:53;438;585
25.04.2021 15:58;409;676
25.04.2021 16:03;214;704
25.04.2021 16:08;560;652
25.04.2021 16:13;256;637
25.04.2021 16:18;257;618
25.04.2021 16:23;257;612
25.04.2021 16:28;257;610
25.04.2021 16:33;257;608
25.04.2021 16:38;257;605
25.04.2021 16:43;257;605
25.04.2021 16:48;257;603
25.04.2021 16:53;257;602
25.04.2021 16:58;257;602
25.04.2021 17:03;257;601
25.04.2021 17:08;257;600
25.04.2021 17:13;257;599
25.04.2021 17:18;257;599
25.04.2021 17:23;257;598
25.04.2021 17:28;257;598
25.04.2021 17:33;257;597
25.04.2021 17:38;257;596
25.04.2021 17:43;257;596
25.04.2021 17:48;257;596
25.04.2021 17:53;257;595
25.04.2021 17:58;257;594
25.04.2021 18:03;257;594
25.04.2021 18:08;257;593
25.04.2021 18:13;257;593
25.04.2021 18:18;257;592
25.04.2021 18:23;257;592
25.04.2021 18:28;257;592
25.04.2021 18:33;257;591
25.04.2021 18:38;257;590
25.04.2021 18:43;257;589
25.04.2021 18:48;257;589
25.04.2021 18:53;436;588
25.04.2021 18:58;410;671
25.04.2021 19:03;213;700
25.04.2021 19:08;214;665
25.04.2021 19:13;214;656
25.04.2021 19:18;214;652
25.04.2021 19:23;214;650
25.04.2021 19:28;214;648
25.04.2021 19:33;214;647
25.04.2021 19:38;214;646
25.04.2021 19:43;214;645
25.04.2021 19:48;214;644
25.04.2021 19:53;214;643
25.04.2021 19:58;214;643
25.04.2021 20:03;214;642
25.04.2021 20:08;562;626
25.04.2021 20:13;253;625
25.04.2021 20:18;253;607
25.04.2021 20:23;253;602
25.04.2021 20:28;253;599
25.04.2021 20:33;253;598
25.04.2021 20:38;253;597
25.04.2021 20:43;253;596
25.04.2021 20:48;253;595
25.04.2021 20:53;253;594
25.04.2021 20:58;253;594
25.04.2021 21:03;253;593
25.04.2021 21:08;253;592
25.04.2021 21:13;253;592
25.04.2021 21:18;253;591
25.04.2021 21:23;253;591
25.04.2021 21:28;253;590
25.04.2021 21:33;253;589
25.04.2021 21:38;253;589
25.04.2021 21:43;253;589
25.04.2021 21:48;253;588
25.04.2021 21:53;431;587
25.04.2021 21:58;406;668
25.04.2021 22:03;209;696
25.04.2021 22:08;211;662
25.04.2021 22:13;211;652
25.04.2021 22:18;211;649
25.04.2021 22:23;211;647
25.04.2021 22:28;211;645
25.04.2021 22:33;211;644
25.04.2021 22:38;211;643
25.04.2021 22:43;211;642
25.04.2021 22:48;211;641
25.04.2021 22:53;211;641
25.04.2021 22:58;211;640
25.04.2021 23:03;211;640
25.04.2021 23:08;211;639
25.04.2021 23:13;211;639
25.04.2021 23:18;211;638
25.04.2021 23:23;211;636
25.04.2021 23:28;211;635
25.04.2021 23:33;210;635
25.04.2021 23:38;210;634
25.04.2021 23:43;210;634
25.04.2021 23:48;210;634
25.04.2021 23:53;210;633
25.04.2021 23:58;211;633
